own_army_size,own_training_level,own_equipment_prestige,own_supplies,own_morale,own_fatigue,own_commander_skill,own_command_efficiency,own_technology_level,enemy_army_size,enemy_training_level,enemy_equipment_prestige,enemy_supplies,enemy_morale,enemy_fatigue,enemy_commander_skill,enemy_command_efficiency,enemy_technology_level,army_size_ratio (enemy/own),training_level_ratio (enemy/own),equipment_prestige_ratio (enemy/own),supplies_ratio (enemy/own),morale_ratio (enemy/own),fatigue_ratio (enemy/own),commander_skill_ratio (enemy/own),command_efficiency_ratio (enemy/own),technology_level_ratio (enemy/own),weather_condition,visibility,time_of_day,own_strategic_posture,enemy_strategic_posture,surprise_ambush_factor,home_territory_advantage,win_chance_%
4879,3.97,6.15,1899,7.55,4.46,1.51,1.28,8.55,8926,6.27,6.78,3563,10.83,7.98,1.95,4.06,0.87,1.829,1.579,1.102,1.876,1.434,1.789,1.291,3.172,0.102,Clear,Excellent,Dusk,Attack,Attack,None,Yes,34.5
8373,5.82,9.54,1391,5.82,4.51,2.41,4.44,7.66,10393,7.54,10.71,155,10.26,0.73,9.48,3.39,2.15,1.241,1.296,1.123,0.111,1.763,0.162,3.934,0.764,0.281,Cloudy,Moderate,Midday,Defend,Defend,Full Ambush,Yes,90.8
8381,2.23,5.0,835,9.13,9.91,5.61,3.76,2.22,9011,1.86,1.52,4250,5.87,6.86,5.71,2.67,8.14,1.075,0.834,0.304,5.09,0.643,0.692,1.018,0.71,3.667,Rain,Excellent,Morning,Defend,Defend,Partial,Yes,55.6
7239,5.85,4.92,2009,2.4,8.31,1.41,9.42,8.74,4321,10.94,6.91,4757,3.05,2.73,4.93,3.26,6.94,0.597,1.87,1.404,2.368,1.271,0.329,3.496,0.346,0.794,Rain,Moderate,Dawn,Attack,Defend,None,Yes,20.5
1501,2.31,5.5,1839,5.45,8.71,2.76,1.9,8.87,1423,6.94,8.46,483,1.72,3.39,3.42,0.87,11.13,0.948,3.004,1.538,0.263,0.316,0.389,1.239,0.458,1.255,Clear,Good,Dawn,Attack,Attack,None,Yes,77.2
8469,5.98,7.28,3672,2.47,3.82,2.23,6.65,3.9,11034,10.35,2.24,3751,2.47,1.29,2.06,4.57,9.45,1.303,1.731,0.308,1.022,1.0,0.338,0.924,0.687,2.423,Fog,Good,Midday,Attack,Defend,None,Yes,51.6
6875,6.84,4.31,3031,8.88,3.96,1.37,7.45,7.97,4775,5.96,10.26,5014,5.58,5.3,5.38,1.07,10.23,0.695,0.871,2.381,1.654,0.628,1.338,3.927,0.144,1.284,Cloudy,Low,Dawn,Defend,Attack,None,No,15.5
7122,4.51,8.77,4574,9.39,5.64,9.74,2.66,9.08,3856,8.91,10.61,1034,8.74,3.54,4.12,7.61,6.13,0.541,1.976,1.21,0.226,0.931,0.628,0.423,2.861,0.675,Fog,Good,Afternoon,Defend,Attack,None,Yes,76.0
3948,5.49,1.26,812,4.6,6.68,5.05,2.35,7.71,10419,10.79,8.3,354,2.48,10.12,2.79,9.65,2.25,2.639,1.965,6.587,0.436,0.539,1.515,0.552,4.106,0.292,Storm,Good,Night,Defend,Defend,None,Yes,2.6
8853,8.88,4.96,393,3.75,7.55,8.73,1.43,1.85,6740,7.41,6.48,1395,8.35,10.4,3.29,2.29,7.84,0.761,0.834,1.306,3.55,2.227,1.377,0.377,1.601,4.238,Clear,Moderate,Midday,Defend,Attack,Partial,No,10.4
7391,1.98,5.6,2720,3.51,8.39,4.22,2.43,1.85,3227,5.2,8.48,2494,4.0,0.81,10.52,9.74,10.92,0.437,2.626,1.514,0.917,1.14,0.097,2.493,4.008,5.903,Rain,Excellent,Morning,Attack,Attack,Partial,Yes,1.0
1570,8.13,6.46,105,8.74,8.86,1.38,8.27,9.84,11545,7.12,3.78,3015,7.7,9.39,4.35,1.11,8.29,7.354,0.876,0.585,28.714,0.881,1.06,3.152,0.134,0.842,Cloudy,Good,Morning,Attack,Attack,Partial,No,1.0
4374,2.54,3.48,3960,7.14,1.22,7.26,9.5,5.87,12134,2.42,1.77,556,6.09,0.95,10.54,5.4,11.5,2.774,0.953,0.509,0.14,0.853,0.779,1.452,0.568,1.959,Clear,Low,Dusk,Attack,Attack,Full Ambush,Yes,95.9
8921,1.33,4.85,2579,8.93,8.16,1.35,9.11,6.8,14782,8.58,6.85,6856,10.54,5.64,10.69,10.21,9.08,1.657,6.451,1.412,2.658,1.18,0.691,7.919,1.121,1.335,Cloudy,Excellent,Dawn,Attack,Attack,None,No,1.0
948,2.67,5.36,2492,2.06,6.5,5.98,4.29,9.21,7126,0.93,6.05,4841,11.13,1.7,7.49,8.6,2.64,7.517,0.348,1.129,1.943,5.403,0.262,1.253,2.005,0.287,Clear,Excellent,Dawn,Defend,Defend,Partial,No,1.0
9633,7.89,7.18,1876,5.28,5.79,2.25,7.53,1.07,743,5.7,5.4,979,4.93,6.95,10.68,5.07,11.0,0.077,0.722,0.752,0.522,0.934,1.2,4.747,0.673,10.28,Clear,Moderate,Dawn,Attack,Defend,Full Ambush,No,99.0
6952,4.65,7.96,1937,7.09,6.66,7.04,8.44,4.84,7855,6.78,2.67,5592,4.75,11.49,11.11,8.69,9.76,1.13,1.458,0.335,2.887,0.67,1.725,1.578,1.03,2.017,Clear,Good,Morning,Attack,Defend,None,No,51.7
6498,8.85,7.64,2213,9.07,8.94,9.03,8.31,6.1,544,5.13,2.69,2273,7.55,3.15,3.07,1.52,4.82,0.084,0.58,0.352,1.027,0.832,0.352,0.34,0.183,0.79,Rain,Low,Dawn,Attack,Defend,Partial,Yes,99.0
3070,5.72,4.07,179,4.44,5.91,9.6,1.56,1.02,14224,6.05,11.83,2657,3.87,10.15,10.22,2.69,2.41,4.633,1.058,2.907,14.844,0.872,1.717,1.065,1.724,2.363,Rain,Good,Afternoon,Defend,Defend,Full Ambush,No,2.1
2864,1.2,10.0,509,3.82,2.46,5.75,2.93,6.62,2787,2.52,11.16,554,7.24,9.51,11.62,9.23,7.32,0.973,2.1,1.116,1.088,1.895,3.866,2.021,3.15,1.106,Cloudy,Low,Dusk,Defend,Defend,None,No,6.7
9450,7.45,8.64,2575,9.22,4.93,5.79,9.45,8.66,13896,1.4,3.41,2989,5.23,9.24,6.48,6.04,2.89,1.47,0.188,0.395,1.161,0.567,1.874,1.119,0.639,0.334,Rain,Good,Dusk,Attack,Defend,None,No,97.9
3334,1.99,3.34,836,1.43,9.32,1.34,7.66,1.49,14260,5.6,1.19,591,5.98,3.57,10.61,4.26,10.99,4.277,2.814,0.356,0.707,4.182,0.383,7.918,0.556,7.376,Fog,Moderate,Morning,Attack,Defend,Partial,No,1.0
7867,8.1,2.76,3916,5.32,8.33,7.93,8.51,8.24,11677,11.24,4.23,4778,9.6,7.63,7.56,1.49,7.35,1.484,1.388,1.533,1.22,1.805,0.916,0.953,0.175,0.892,Clear,Low,Midday,Attack,Defend,None,Yes,64.3
4235,2.51,3.83,1445,5.13,2.83,9.61,5.63,9.8,1492,2.57,10.22,2436,1.77,1.48,10.06,4.98,0.78,0.352,1.024,2.668,1.686,0.345,0.523,1.047,0.885,0.08,Rain,Low,Dusk,Defend,Defend,None,No,88.9
1823,4.11,5.07,580,2.31,7.43,4.94,4.54,9.28,8464,3.76,3.07,2109,2.21,6.06,3.06,4.04,5.8,4.643,0.915,0.606,3.636,0.957,0.816,0.619,0.89,0.625,Clear,Moderate,Morning,Defend,Attack,None,Yes,1.4
602,7.85,8.66,1253,4.55,3.31,8.14,6.86,5.83,5443,10.61,11.82,4556,1.82,11.08,2.87,2.03,9.56,9.042,1.352,1.365,3.636,0.4,3.347,0.353,0.296,1.64,Cloudy,Low,Morning,Defend,Defend,None,No,2.9
5670,9.59,8.01,1850,7.5,4.14,8.18,5.26,8.74,12339,3.58,2.84,4832,7.65,6.38,9.96,6.43,6.71,2.176,0.373,0.355,2.612,1.02,1.541,1.218,1.222,0.768,Fog,Good,Morning,Defend,Defend,Partial,Yes,69.6
9770,4.34,8.66,273,4.3,5.22,8.07,4.36,7.94,4673,4.94,6.92,4489,10.48,0.89,8.98,2.22,6.72,0.478,1.138,0.799,16.443,2.437,0.17,1.113,0.509,0.846,Storm,Low,Dawn,Attack,Attack,None,Yes,1.0
4007,8.46,3.45,794,3.79,4.97,7.83,4.13,8.36,6879,1.67,11.91,5531,10.87,8.53,10.68,10.73,8.82,1.717,0.197,3.452,6.966,2.868,1.716,1.364,2.598,1.055,Cloudy,Low,Night,Defend,Defend,None,Yes,1.7
3893,2.72,6.34,1687,8.04,1.26,2.94,2.42,4.58,8691,1.04,2.0,4486,6.52,10.53,0.81,11.94,6.9,2.232,0.382,0.315,2.659,0.811,8.357,0.276,4.934,1.507,Clear,Very Low,Night,Attack,Defend,Partial,Yes,92.1
3769,8.26,3.55,1621,9.9,7.97,7.76,5.76,5.28,723,8.09,2.77,6618,7.96,2.77,7.66,2.28,7.87,0.192,0.979,0.78,4.083,0.804,0.348,0.987,0.396,1.491,Cloudy,Excellent,Night,Defend,Defend,Partial,Yes,94.5
5445,6.92,1.98,4022,8.01,8.62,2.3,5.68,3.15,9211,2.21,7.29,3985,8.44,2.32,5.56,2.02,1.18,1.692,0.319,3.682,0.991,1.054,0.269,2.417,0.356,0.375,Cloudy,Very Low,Night,Attack,Defend,None,No,25.3
4686,2.73,7.16,4232,8.62,5.78,7.41,6.32,1.46,5295,6.92,9.58,6200,5.8,0.82,4.4,6.05,7.79,1.13,2.535,1.338,1.465,0.673,0.142,0.594,0.957,5.336,Cloudy,Good,Dawn,Defend,Defend,None,Yes,1.9
8859,3.72,2.29,1048,9.46,2.56,1.03,2.05,6.38,8032,5.45,8.58,6730,8.0,9.27,10.34,11.76,3.11,0.907,1.465,3.747,6.422,0.846,3.621,10.039,5.737,0.487,Rain,Good,Night,Attack,Attack,Full Ambush,Yes,1.0
5302,2.19,7.01,707,8.22,3.23,9.27,9.23,3.79,2047,1.58,7.28,1188,4.57,10.98,4.19,5.63,9.56,0.386,0.721,1.039,1.68,0.556,3.399,0.452,0.61,2.522,Fog,Good,Dawn,Attack,Attack,Partial,Yes,97.7
5324,4.45,6.83,3207,9.82,2.14,8.45,7.68,5.52,5170,5.43,5.45,4754,7.72,6.12,4.86,5.17,5.54,0.971,1.22,0.798,1.482,0.786,2.86,0.575,0.673,1.004,Storm,Moderate,Dusk,Defend,Defend,None,Yes,70.8
1815,2.83,8.29,4043,7.73,2.53,7.15,2.18,9.66,8811,3.35,9.54,4610,6.21,3.69,3.27,11.49,2.98,4.855,1.184,1.151,1.14,0.803,1.458,0.457,5.271,0.308,Fog,Moderate,Afternoon,Attack,Defend,None,Yes,12.2
9836,6.8,2.26,4822,6.95,8.89,1.85,1.71,1.57,8659,10.37,2.12,6093,2.35,11.14,11.69,5.72,1.22,0.88,1.525,0.938,1.264,0.338,1.253,6.319,3.345,0.777,Rain,Good,Morning,Attack,Attack,Partial,No,20.3
2875,9.95,8.05,133,7.24,5.32,8.42,6.79,8.86,2538,3.52,3.32,2392,10.22,2.78,7.77,9.68,3.55,0.883,0.354,0.412,17.985,1.412,0.523,0.923,1.426,0.401,Clear,Good,Dawn,Attack,Defend,Partial,Yes,82.7
1197,1.11,9.99,2127,9.1,2.0,8.88,4.07,1.78,6338,8.53,9.58,2788,3.56,5.37,8.85,5.52,10.45,5.295,7.685,0.959,1.311,0.391,2.685,0.997,1.356,5.871,Clear,Good,Dusk,Attack,Attack,None,Yes,1.0
6800,5.87,8.66,3697,7.15,3.29,7.19,3.87,6.88,7889,8.37,3.73,378,1.7,10.9,11.79,8.56,8.12,1.16,1.426,0.431,0.102,0.238,3.313,1.64,2.212,1.18,Fog,Moderate,Dusk,Attack,Defend,None,No,96.5
6156,6.16,7.77,4160,7.85,9.55,9.78,8.56,4.09,1402,2.72,2.09,5376,10.05,11.86,6.83,11.08,5.71,0.228,0.442,0.269,1.292,1.28,1.242,0.698,1.294,1.396,Rain,Moderate,Morning,Defend,Attack,None,No,99.0
4444,9.23,6.96,405,2.94,5.58,1.84,4.11,1.9,9071,6.89,10.19,1900,10.45,3.54,5.93,7.96,4.32,2.041,0.746,1.464,4.691,3.554,0.634,3.223,1.937,2.274,Fog,Very Low,Dusk,Defend,Attack,Partial,Yes,1.0
4511,5.55,4.8,3435,9.21,5.64,7.38,6.69,7.81,3629,10.18,9.34,6506,1.05,11.44,5.94,11.66,4.24,0.804,1.834,1.946,1.894,0.114,2.028,0.805,1.743,0.543,Rain,Excellent,Night,Attack,Defend,Partial,Yes,97.0
7958,5.89,7.57,1516,5.02,5.73,5.72,5.83,7.29,13819,1.65,7.85,4658,11.28,6.04,8.8,8.94,5.2,1.736,0.28,1.037,3.073,2.247,1.054,1.538,1.533,0.713,Rain,Good,Midday,Attack,Attack,None,Yes,16.9
2359,5.24,7.52,466,2.45,2.0,2.31,3.37,6.76,4174,7.52,8.04,2362,1.31,7.81,10.94,1.23,0.77,1.769,1.435,1.069,5.069,0.535,3.905,4.736,0.365,0.114,Rain,Good,Dusk,Defend,Defend,None,Yes,27.0
8292,3.42,6.68,2497,8.2,9.73,6.93,3.98,9.68,11853,2.45,8.13,5738,2.9,9.24,9.42,0.95,7.92,1.429,0.716,1.217,2.298,0.354,0.95,1.359,0.239,0.818,Fog,Excellent,Afternoon,Defend,Defend,None,Yes,69.1
6663,1.5,8.17,875,4.21,1.76,8.2,9.49,1.21,8816,3.27,8.9,5731,0.57,4.77,6.54,2.16,4.47,1.323,2.18,1.089,6.55,0.135,2.71,0.798,0.228,3.694,Clear,Excellent,Morning,Attack,Defend,None,No,53.7
4480,4.68,5.04,3711,2.66,7.3,2.48,3.98,4.91,10343,7.96,4.12,1173,0.67,10.1,3.53,2.15,6.84,2.309,1.701,0.817,0.316,0.252,1.384,1.423,0.54,1.393,Fog,Excellent,Afternoon,Attack,Defend,None,Yes,87.3
4851,1.47,2.09,3732,3.31,1.52,8.14,8.06,6.06,13546,7.84,10.45,3816,1.48,11.12,10.15,0.82,6.32,2.792,5.333,5.0,1.023,0.447,7.316,1.247,0.102,1.043,Storm,Good,Midday,Attack,Attack,Full Ambush,No,22.0
2938,5.95,6.03,4226,1.31,4.99,1.84,8.75,4.22,12748,8.14,3.49,120,10.68,9.26,10.05,4.81,4.95,4.339,1.368,0.579,0.028,8.153,1.856,5.462,0.55,1.173,Clear,Moderate,Dawn,Defend,Defend,Full Ambush,Yes,78.3
7645,3.77,3.39,1950,1.82,9.1,6.32,1.64,7.03,2091,6.74,5.26,2441,1.16,1.84,3.05,11.92,7.93,0.274,1.788,1.552,1.252,0.637,0.202,0.483,7.268,1.128,Rain,Moderate,Dusk,Attack,Defend,None,Yes,56.3
5372,5.8,4.46,165,6.33,7.92,8.19,6.97,9.09,14019,9.51,6.37,4876,9.07,1.11,8.4,7.21,10.91,2.61,1.64,1.428,29.552,1.433,0.14,1.026,1.034,1.2,Clear,Good,Midday,Defend,Defend,Partial,No,2.3
3548,2.21,1.16,1373,8.8,4.01,2.31,7.74,7.27,2252,7.96,9.77,2344,7.07,3.97,6.88,9.0,11.47,0.635,3.602,8.422,1.707,0.803,0.99,2.978,1.163,1.578,Fog,Good,Midday,Attack,Defend,Full Ambush,Yes,9.1
6162,9.39,4.45,2392,5.04,5.96,6.14,4.91,6.12,4883,2.95,5.48,981,9.56,9.39,3.01,5.71,3.38,0.792,0.314,1.231,0.41,1.897,1.576,0.49,1.163,0.552,Clear,Moderate,Midday,Attack,Defend,None,No,99.0
9959,9.05,8.28,3501,6.63,2.49,4.82,6.12,7.64,7942,1.67,6.34,4062,10.07,10.37,3.85,2.53,10.13,0.797,0.185,0.766,1.16,1.519,4.165,0.799,0.413,1.326,Clear,Moderate,Morning,Attack,Defend,None,Yes,99.0
4635,2.71,5.88,1972,8.29,9.61,6.47,2.46,1.99,14014,0.62,10.3,6732,5.36,5.21,8.88,4.54,0.88,3.024,0.229,1.752,3.414,0.647,0.542,1.372,1.846,0.442,Cloudy,Excellent,Dusk,Defend,Attack,Full Ambush,Yes,26.3
9247,4.09,1.09,2727,4.21,7.38,4.82,3.87,6.67,9482,0.58,12.0,2920,2.25,1.92,11.43,3.07,3.75,1.025,0.142,11.009,1.071,0.534,0.26,2.371,0.793,0.562,Storm,Good,Afternoon,Attack,Defend,None,Yes,55.7
3778,6.52,5.23,2669,6.89,4.37,3.26,7.37,4.67,13149,1.72,9.62,6430,0.52,9.09,7.96,6.85,3.47,3.48,0.264,1.839,2.409,0.075,2.08,2.442,0.929,0.743,Fog,Excellent,Midday,Defend,Attack,None,No,18.8
1020,1.86,3.62,908,4.15,3.86,3.28,6.42,3.87,14137,5.49,3.97,6344,10.72,10.17,11.7,5.87,2.72,13.86,2.952,1.097,6.987,2.583,2.635,3.567,0.914,0.703,Fog,Good,Dawn,Attack,Defend,None,Yes,1.0
2440,4.19,5.3,3153,6.78,3.15,8.78,2.23,5.56,11278,0.57,1.76,4696,6.76,1.76,6.77,10.31,2.67,4.622,0.136,0.332,1.489,0.997,0.559,0.771,4.623,0.48,Rain,Good,Dawn,Defend,Attack,None,Yes,24.8
4478,3.26,4.64,2252,2.96,8.08,2.41,9.89,8.24,7332,4.9,8.49,539,6.41,5.38,10.33,2.93,3.54,1.637,1.503,1.83,0.239,2.166,0.666,4.286,0.296,0.43,Rain,Excellent,Morning,Attack,Defend,Partial,Yes,83.5
2587,9.24,9.39,4059,9.8,4.91,2.11,9.44,4.71,5943,9.44,8.4,4594,9.02,7.89,11.7,7.09,8.64,2.297,1.022,0.895,1.132,0.92,1.607,5.545,0.751,1.834,Clear,Very Low,Morning,Defend,Defend,Partial,Yes,12.0
502,8.67,1.37,3484,1.69,3.97,1.87,3.02,7.32,4272,1.98,6.12,4158,4.27,9.17,0.84,0.74,5.17,8.51,0.228,4.467,1.193,2.527,2.31,0.449,0.245,0.706,Rain,Moderate,Dusk,Attack,Defend,None,Yes,23.0
9193,6.22,7.15,646,5.55,9.15,1.67,8.88,6.3,7698,9.56,8.83,4091,11.93,11.43,0.99,9.69,10.84,0.837,1.537,1.235,6.333,2.15,1.249,0.593,1.091,1.721,Clear,Low,Midday,Attack,Defend,None,Yes,13.9
8517,5.68,8.66,2495,3.58,2.35,1.13,3.4,9.25,911,2.69,1.22,2402,7.03,2.8,3.39,6.94,9.91,0.107,0.474,0.141,0.963,1.964,1.191,3.0,2.041,1.071,Cloudy,Good,Midday,Attack,Defend,Partial,No,98.4
7552,9.38,9.63,3542,6.41,3.37,2.44,6.07,5.0,3577,3.12,11.94,5266,1.32,10.96,3.75,1.24,3.31,0.474,0.333,1.24,1.487,0.206,3.252,1.537,0.204,0.662,Rain,Good,Morning,Attack,Attack,None,No,97.4
2094,9.39,2.6,526,4.85,4.1,2.73,8.04,8.38,5503,3.31,6.07,6187,2.49,10.26,6.9,9.88,10.34,2.628,0.353,2.335,11.762,0.513,2.502,2.527,1.229,1.234,Rain,Moderate,Night,Attack,Attack,None,Yes,2.5
1643,9.72,5.78,3983,3.76,3.34,3.43,4.1,8.58,12830,4.22,7.02,4740,3.94,6.28,6.25,1.22,10.44,7.809,0.434,1.215,1.19,1.048,1.88,1.822,0.298,1.217,Rain,Moderate,Morning,Attack,Attack,None,Yes,4.4
1142,2.13,1.39,1188,3.25,6.27,2.12,6.0,5.18,5766,6.26,6.62,1078,2.28,7.31,10.1,5.45,6.53,5.049,2.939,4.763,0.907,0.702,1.166,4.764,0.908,1.261,Clear,Low,Afternoon,Attack,Defend,Partial,No,1.0
7378,2.45,5.49,2565,2.64,6.41,1.85,5.05,5.4,3745,8.33,6.76,5503,10.95,8.55,6.86,10.46,2.67,0.508,3.4,1.231,2.145,4.148,1.334,3.708,2.071,0.494,Cloudy,Moderate,Afternoon,Attack,Defend,Partial,Yes,18.5
9324,7.09,2.13,4709,8.05,1.49,5.87,7.84,4.0,11784,9.42,9.5,1138,5.77,10.81,3.67,1.17,6.44,1.264,1.329,4.46,0.242,0.717,7.255,0.625,0.149,1.61,Storm,Good,Afternoon,Defend,Defend,Full Ambush,Yes,99.0
4590,5.87,8.54,2900,3.0,2.3,7.47,5.31,5.46,14159,0.75,1.32,5609,5.31,6.89,3.02,3.42,0.8,3.085,0.128,0.155,1.934,1.77,2.996,0.404,0.644,0.147,Fog,Excellent,Night,Attack,Attack,None,Yes,99.0
1632,1.17,2.02,2178,7.96,2.79,6.67,6.1,3.24,11667,2.17,11.09,4274,9.18,3.0,3.85,4.04,0.64,7.149,1.855,5.49,1.962,1.153,1.075,0.577,0.662,0.198,Rain,Excellent,Night,Attack,Attack,None,Yes,3.3
5368,1.56,5.62,133,5.37,1.63,6.01,8.61,8.72,2061,9.11,4.45,2432,9.98,5.41,2.12,6.85,6.31,0.384,5.84,0.792,18.286,1.858,3.319,0.353,0.796,0.724,Cloudy,Very Low,Dusk,Attack,Attack,None,Yes,7.7
3814,8.99,5.69,754,1.65,2.12,4.97,7.29,3.25,4941,9.38,7.69,3988,3.52,4.32,7.48,6.14,11.02,1.295,1.043,1.351,5.289,2.133,2.038,1.505,0.842,3.391,Clear,Low,Afternoon,Defend,Attack,None,Yes,1.0
4061,8.82,9.74,2935,2.49,3.16,6.71,5.75,3.32,9123,11.36,1.17,5772,1.04,11.42,3.28,10.22,2.05,2.246,1.288,0.12,1.967,0.418,3.614,0.489,1.777,0.617,Rain,Moderate,Morning,Defend,Defend,None,Yes,90.1
6403,4.22,6.89,2520,9.04,4.11,9.12,5.15,9.06,3101,3.85,6.12,3606,2.14,1.67,10.46,10.81,4.72,0.484,0.912,0.888,1.431,0.237,0.406,1.147,2.099,0.521,Cloudy,Moderate,Dusk,Attack,Defend,None,No,90.3
7328,9.02,3.59,1883,6.43,8.12,6.65,2.14,5.79,9621,3.09,9.87,3362,10.39,5.85,11.6,4.51,6.13,1.313,0.343,2.749,1.785,1.616,0.72,1.744,2.107,1.059,Clear,Moderate,Afternoon,Defend,Defend,Partial,No,12.0
1551,6.34,3.17,4624,2.66,2.96,1.55,1.51,1.95,3693,7.1,4.1,1525,5.29,11.86,4.98,10.85,6.61,2.381,1.12,1.293,0.33,1.989,4.007,3.213,7.185,3.39,Clear,Excellent,Night,Defend,Attack,Partial,No,1.6
838,8.25,2.15,1729,7.33,7.03,6.13,9.57,4.11,8232,1.41,4.63,2593,3.08,6.3,11.19,5.02,9.92,9.823,0.171,2.153,1.5,0.42,0.896,1.825,0.525,2.414,Cloudy,Excellent,Midday,Attack,Defend,Full Ambush,No,39.9
9946,4.85,7.81,2732,8.41,1.52,5.72,2.68,7.35,10660,8.84,7.91,3663,11.85,5.51,10.5,9.47,2.35,1.072,1.823,1.013,1.341,1.409,3.625,1.836,3.534,0.32,Storm,Very Low,Morning,Attack,Defend,Partial,No,22.8
2711,2.02,7.22,2887,3.98,6.92,5.07,3.49,4.65,11845,6.0,1.3,844,3.01,8.13,6.44,7.22,0.77,4.369,2.97,0.18,0.292,0.756,1.175,1.27,2.069,0.166,Clear,Good,Night,Attack,Defend,None,No,76.3
1011,4.9,6.49,2685,6.01,8.15,6.12,6.5,4.81,12048,8.67,4.91,5002,9.74,3.09,2.59,9.86,8.88,11.917,1.769,0.757,1.863,1.621,0.379,0.423,1.517,1.846,Clear,Low,Midday,Attack,Defend,Partial,No,1.0
2304,5.12,1.37,2440,3.64,6.44,7.05,8.45,5.49,11666,2.32,9.49,6270,12.0,10.24,7.2,7.5,10.28,5.063,0.453,6.927,2.57,3.297,1.59,1.021,0.888,1.872,Clear,Excellent,Dusk,Attack,Attack,Full Ambush,No,2.3
870,5.96,7.87,1752,1.72,2.81,1.34,8.5,3.0,2229,5.85,8.19,5543,2.12,5.97,9.4,9.66,5.13,2.562,0.982,1.041,3.164,1.233,2.125,7.015,1.136,1.71,Rain,Good,Midday,Attack,Defend,None,Yes,1.0
4222,1.95,6.78,4553,4.6,3.97,5.32,8.47,4.82,14842,4.47,6.77,3430,8.32,5.25,1.93,7.18,11.5,3.515,2.292,0.999,0.753,1.809,1.322,0.363,0.848,2.386,Clear,Very Low,Morning,Attack,Defend,Full Ambush,Yes,44.8
8123,9.92,9.67,2309,7.76,8.25,8.36,9.8,2.94,11628,5.92,7.23,107,10.09,5.38,11.26,1.85,6.57,1.431,0.597,0.748,0.046,1.3,0.652,1.347,0.189,2.235,Storm,Very Low,Midday,Defend,Attack,Partial,Yes,94.3
3742,3.2,6.28,2689,5.13,4.89,5.78,1.5,4.16,1741,6.92,3.43,3221,11.09,8.35,9.22,9.57,8.4,0.465,2.162,0.546,1.198,2.162,1.708,1.595,6.38,2.019,Clear,Moderate,Afternoon,Defend,Attack,Partial,No,11.0
4720,2.79,3.74,3317,4.65,3.3,1.61,4.6,5.79,10524,8.37,11.39,910,3.9,8.06,10.08,8.47,6.23,2.23,3.0,3.045,0.274,0.839,2.442,6.261,1.841,1.076,Clear,Good,Dawn,Defend,Defend,Partial,Yes,8.7
6918,5.74,4.43,432,4.29,9.39,7.98,9.22,7.24,7156,10.47,11.96,5207,1.41,6.39,7.03,9.43,2.94,1.034,1.824,2.7,12.053,0.329,0.681,0.881,1.023,0.406,Cloudy,Good,Midday,Attack,Defend,None,Yes,15.2
5334,5.83,2.58,3928,5.13,6.74,9.47,5.21,6.71,6534,3.18,2.38,932,0.94,7.36,3.3,1.61,4.24,1.225,0.545,0.922,0.237,0.183,1.092,0.348,0.309,0.632,Rain,Good,Midday,Attack,Attack,Partial,Yes,99.0
8684,4.96,7.51,2611,3.86,8.25,8.67,8.84,6.18,10214,5.41,1.37,906,4.61,10.46,0.85,8.43,11.5,1.176,1.091,0.182,0.347,1.194,1.268,0.098,0.954,1.861,Rain,Good,Afternoon,Defend,Defend,None,Yes,99.0
8727,7.95,7.37,3320,6.51,1.22,4.26,1.16,6.36,2685,1.8,2.5,3615,2.25,9.79,5.87,9.41,6.55,0.308,0.226,0.339,1.089,0.346,8.025,1.378,8.112,1.03,Clear,Excellent,Night,Attack,Attack,Full Ambush,No,99.0
594,5.65,2.81,3883,1.57,4.05,5.81,5.54,5.6,14992,4.34,4.13,1725,4.68,6.5,1.42,4.75,11.44,25.239,0.768,1.47,0.444,2.981,1.605,0.244,0.857,2.043,Clear,Low,Night,Attack,Attack,None,No,1.0
7891,6.49,2.43,4383,8.27,5.13,6.32,9.3,6.53,8258,4.87,8.68,1728,10.82,11.22,2.61,11.45,4.46,1.047,0.75,3.572,0.394,1.308,2.187,0.413,1.231,0.683,Rain,Very Low,Afternoon,Defend,Attack,None,No,32.8
4877,7.51,1.69,2022,2.56,6.29,7.44,3.35,4.38,9001,5.58,6.67,6719,3.18,5.8,5.93,8.29,11.89,1.846,0.743,3.947,3.323,1.242,0.922,0.797,2.475,2.715,Rain,Very Low,Midday,Attack,Attack,None,Yes,1.0
9894,1.23,9.21,4076,6.7,2.71,6.99,9.37,9.1,6493,11.16,1.14,2093,7.2,4.05,6.47,1.18,7.97,0.656,9.073,0.124,0.513,1.075,1.494,0.926,0.126,0.876,Cloudy,Excellent,Dawn,Attack,Attack,None,Yes,98.2
5091,6.14,3.1,1368,5.05,5.48,2.79,1.08,6.32,9168,10.96,6.28,6439,11.74,2.32,6.33,8.18,9.81,1.801,1.785,2.026,4.707,2.325,0.423,2.269,7.574,1.552,Storm,Good,Afternoon,Attack,Attack,None,No,1.0
9876,8.96,4.1,3336,7.96,7.17,8.59,1.71,9.43,10027,1.29,7.35,1666,4.87,3.08,6.53,0.67,1.8,1.015,0.144,1.793,0.499,0.612,0.43,0.76,0.392,0.191,Clear,Moderate,Morning,Defend,Defend,None,Yes,99.0
7668,1.16,3.52,603,8.44,4.11,8.64,5.29,4.64,5313,5.26,2.04,6294,2.96,8.28,3.89,2.41,10.66,0.693,4.534,0.58,10.438,0.351,2.015,0.45,0.456,2.297,Cloudy,Good,Midday,Attack,Defend,None,Yes,54.4
